subid	risk	ethnic	gender	age	wvcat	active
920	0	3	0	20	0	STK20
920	70	3	0	20	0	STK80
956	50	3	1	24	0	GOLD
956	50	3	1	24	0	MED20
956	65	3	1	24	0	MED80
956	50	3	1	24	0	SILV
956	20	3	1	24	0	STK20
956	85	3	1	24	0	STK80
957	30	3	0	24	0	GOLD
957	50	3	0	24	0	MED20
957	75	3	0	24	0	MED80
957	10	3	0	24	0	SILV
957	20	3	0	24	0	STK20
957	60	3	0	24	0	STK80
958	20	3	0	27	0	GOLD
958	30	3	0	27	0	MED20
958	80	3	0	27	0	MED80
958	15	3	0	27	0	SILV
958	60	3	0	27	0	STK20
958	50	3	0	27	0	STK80
959	20	3	0	24	0	GOLD
959	100	3	0	24	0	MED20
959	30	3	0	24	0	MED80
959	10	3	0	24	0	SILV
959	40	3	0	24	0	STK20
959	80	3	0	24	0	STK80
961	0	3	0	26	2	GOLD
961	18	3	0	26	2	MED20
961	90	3	0	26	2	MED80
961	20	3	0	26	2	SILV
961	58	3	0	26	2	STK20
961	90	3	0	26	2	STK80
962	50	3	0	73	0	GOLD
962	40	3	0	73	0	MED20
962	45	3	0	73	0	MED80
962	10	3	0	73	0	SILV
962	30	3	0	73	0	STK20
962	30	3	0	73	0	STK80
981	70	3	0	21	2	GOLD
981	70	3	0	21	2	MED20
981	90	3	0	21	2	MED80
981	30	3	0	21	2	SILV
981	70	3	0	21	2	STK20
981	75	3	0	21	2	STK80
983	50	3	0	18	1	GOLD
983	50	3	0	18	1	MED20
983	50	3	0	18	1	MED80
983	10	3	0	18	1	SILV
983	50	3	0	18	1	STK20
983	90	3	0	18	1	STK80
985	75	3	0	18	2	GOLD
985	40	3	0	18	2	MED20
985	85	3	0	18	2	MED80
985	40	3	0	18	2	SILV
985	60	3	0	18	2	STK20
985	90	3	0	18	2	STK80
987	30	3	0	24	0	GOLD
987	30	3	0	24	0	MED20
987	60	3	0	24	0	MED80
987	20	3	0	24	0	SILV
987	40	3	0	24	0	STK20
987	55	3	0	24	0	STK80
988	15	3	0	22	0	GOLD
988	90	3	0	22	0	MED20
988	99	3	0	22	0	MED80
988	60	3	0	22	0	SILV
988	15	3	0	22	0	STK20
988	90	3	0	22	0	STK80
989	40	3	0	35	0	GOLD
989	10	3	0	35	0	MED20
989	90	3	0	35	0	MED80
989	10	3	0	35	0	SILV
989	30	3	0	35	0	STK20
989	90	3	0	35	0	STK80
1014	20	3	0	20	1	GOLD
1014	10	3	0	20	1	MED20
1014	50	3	0	20	1	MED80
1014	2	3	0	20	1	SILV
1014	10	3	0	20	1	STK20
1014	80	3	0	20	1	STK80
1021	10	3	0	21	0	GOLD
1021	20	3	0	21	0	MED20
1021	50	3	0	21	0	MED80
1021	0	3	0	21	0	SILV
1021	20	3	0	21	0	STK20
1021	60	3	0	21	0	STK80
1023	.	3	0	18	2	GOLD
1023	50	3	0	18	2	MED20
1023	60	3	0	18	2	MED80
1023	10	3	0	18	2	SILV
1023	.	3	0	18	2	STK20
1023	.	3	0	18	2	STK80
1026	84	3	0	21	2	GOLD
1026	75	3	0	21	2	MED20
1026	99	3	0	21	2	MED80
1026	15	3	0	21	2	SILV
1026	99	3	0	21	2	STK20
1026	93	3	0	21	2	STK80
1029	0	3	0	34	0	GOLD
1029	50	3	0	34	0	MED20
1029	20	3	0	34	0	MED80
1029	0	3	0	34	0	SILV
1029	1	3	0	34	0	STK20
1029	0	3	0	34	0	STK80
1031	30	3	0	20	3	GOLD
1031	30	3	0	20	3	MED20
1031	90	3	0	20	3	MED80
1031	25	3	0	20	3	SILV
1031	80	3	0	20	3	STK20
1031	75	3	0	20	3	STK80
1033	30	3	0	33	2	GOLD
1033	25	3	0	33	2	MED20
1033	70	3	0	33	2	MED80
1033	5	3	0	33	2	SILV
1033	30	3	0	33	2	STK20
1033	40	3	0	33	2	STK80
18	10	3	1	20	0	APPL
18	50	3	1	20	0	BIKE
18	15	3	1	20	0	BRCA
18	20	3	1	20	0	CAR
18	0	3	1	20	0	DIAB
18	10	3	1	20	0	DOC
18	30	3	1	20	0	FLU
18	0	3	1	20	0	GREY
18	5	3	1	20	0	HRT
18	99	3	1	20	0	NUC
18	.	3	1	20	0	OVCA
18	60	3	1	20	0	PLANE
18	20	3	1	20	0	POOL
18	10	3	1	20	0	PRCA
18	90	3	1	20	0	SWAT
18	95	3	1	20	0	XRAY
22	30	3	1	26	0	APPL
22	40	3	1	26	0	BIKE
22	20	3	1	26	0	BRCA
22	40	3	1	26	0	CAR
22	30	3	1	26	0	DIAB
22	20	3	1	26	0	DOC
22	20	3	1	26	0	FLU
22	30	3	1	26	0	GREY
22	30	3	1	26	0	HRT
22	90	3	1	26	0	NUC
22	.	3	1	26	0	OVCA
22	10	3	1	26	0	PLANE
22	10	3	1	26	0	POOL
22	40	3	1	26	0	PRCA
22	70	3	1	26	0	SWAT
22	70	3	1	26	0	XRAY
98	20	3	1	23	2	APPL
98	40	3	1	23	2	BIKE
98	25	3	1	23	2	BRCA
98	30	3	1	23	2	CAR
98	20	3	1	23	2	DIAB
98	20	3	1	23	2	DOC
98	10	3	1	23	2	FLU
98	10	3	1	23	2	GREY
98	20	3	1	23	2	HRT
98	60	3	1	23	2	NUC
98	.	3	1	23	2	OVCA
98	50	3	1	23	2	PLANE
98	50	3	1	23	2	POOL
98	30	3	1	23	2	PRCA
98	70	3	1	23	2	SWAT
98	50	3	1	23	2	XRAY
137	20	3	0	23	0	APPL
137	20	3	0	23	0	BIKE
137	25	3	0	23	0	BRCA
137	35	3	0	23	0	CAR
137	30	3	0	23	0	DIAB
137	20	3	0	23	0	DOC
137	25	3	0	23	0	FLU
137	5	3	0	23	0	GREY
137	25	3	0	23	0	HRT
137	90	3	0	23	0	NUC
137	20	3	0	23	0	OVCA
137	20	3	0	23	0	PLANE
137	20	3	0	23	0	POOL
137	.	3	0	23	0	PRCA
137	65	3	0	23	0	SWAT
137	20	3	0	23	0	XRAY
145	5	3	0	19	0	APPL
145	20	3	0	19	0	BIKE
145	5	3	0	19	0	BRCA
145	35	3	0	19	0	CAR
145	15	3	0	19	0	DIAB
145	40	3	0	19	0	DOC
145	10	3	0	19	0	FLU
145	30	3	0	19	0	GREY
145	10	3	0	19	0	HRT
145	90	3	0	19	0	NUC
145	15	3	0	19	0	OVCA
145	15	3	0	19	0	PLANE
145	5	3	0	19	0	POOL
145	.	3	0	19	0	PRCA
145	90	3	0	19	0	SWAT
145	15	3	0	19	0	XRAY
148	20	3	0	24	0	APPL
148	60	3	0	24	0	BIKE
148	20	3	0	24	0	BRCA
148	20	3	0	24	0	CAR
148	20	3	0	24	0	DIAB
148	25	3	0	24	0	DOC
148	15	3	0	24	0	FLU
148	20	3	0	24	0	GREY
148	25	3	0	24	0	HRT
148	85	3	0	24	0	NUC
148	30	3	0	24	0	OVCA
148	30	3	0	24	0	PLANE
148	30	3	0	24	0	POOL
148	.	3	0	24	0	PRCA
148	80	3	0	24	0	SWAT
148	65	3	0	24	0	XRAY
152	15	3	0	25	0	APPL
152	45	3	0	25	0	BIKE
152	25	3	0	25	0	BRCA
152	30	3	0	25	0	CAR
152	.	3	0	25	0	DIAB
152	35	3	0	25	0	DOC
152	20	3	0	25	0	FLU
152	10	3	0	25	0	GREY
152	25	3	0	25	0	HRT
152	90	3	0	25	0	NUC
152	25	3	0	25	0	OVCA
152	30	3	0	25	0	PLANE
152	20	3	0	25	0	POOL
152	.	3	0	25	0	PRCA
152	65	3	0	25	0	SWAT
152	65	3	0	25	0	XRAY
156	25	3	0	20	1	APPL
156	10	3	0	20	1	BIKE
156	85	3	0	20	1	BRCA
156	30	3	0	20	1	CAR
156	80	3	0	20	1	DIAB
156	10	3	0	20	1	DOC
156	15	3	0	20	1	FLU
156	85	3	0	20	1	GREY
156	85	3	0	20	1	HRT
156	100	3	0	20	1	NUC
156	95	3	0	20	1	OVCA
156	90	3	0	20	1	PLANE
156	0	3	0	20	1	POOL
156	.	3	0	20	1	PRCA
156	95	3	0	20	1	SWAT
156	50	3	0	20	1	XRAY
162	0	3	1	19	0	APPL
162	.	3	1	19	0	BIKE
162	0	3	1	19	0	BRCA
162	50	3	1	19	0	CAR
162	0	3	1	19	0	DIAB
162	30	3	1	19	0	DOC
162	0	3	1	19	0	FLU
162	0	3	1	19	0	GREY
162	0	3	1	19	0	HRT
162	60	3	1	19	0	NUC
162	.	3	1	19	0	OVCA
162	15	3	1	19	0	PLANE
162	1	3	1	19	0	POOL
162	0	3	1	19	0	PRCA
162	99	3	1	19	0	SWAT
162	0	3	1	19	0	XRAY
165	3	3	1	20	0	APPL
165	30	3	1	20	0	BIKE
165	85	3	1	20	0	BRCA
165	65	3	1	20	0	CAR
165	20	3	1	20	0	DIAB
165	55	3	1	20	0	DOC
165	15	3	1	20	0	FLU
165	5	3	1	20	0	GREY
165	10	3	1	20	0	HRT
165	70	3	1	20	0	NUC
165	.	3	1	20	0	OVCA
165	40	3	1	20	0	PLANE
165	20	3	1	20	0	POOL
165	42	3	1	20	0	PRCA
165	65	3	1	20	0	SWAT
165	40	3	1	20	0	XRAY
166	20	3	1	25	3	APPL
166	35	3	1	25	3	BIKE
166	.	3	1	25	3	BRCA
166	40	3	1	25	3	CAR
166	.	3	1	25	3	DIAB
166	20	3	1	25	3	DOC
166	0	3	1	25	3	FLU
166	50	3	1	25	3	GREY
166	30	3	1	25	3	HRT
166	100	3	1	25	3	NUC
166	.	3	1	25	3	OVCA
166	90	3	1	25	3	PLANE
166	15	3	1	25	3	POOL
166	35	3	1	25	3	PRCA
166	50	3	1	25	3	SWAT
166	100	3	1	25	3	XRAY
167	30	3	1	21	0	APPL
167	30	3	1	21	0	BIKE
167	.	3	1	21	0	BRCA
167	50	3	1	21	0	CAR
167	0	3	1	21	0	DIAB
167	0	3	1	21	0	DOC
167	0	3	1	21	0	FLU
167	50	3	1	21	0	GREY
167	20	3	1	21	0	HRT
167	90	3	1	21	0	NUC
167	.	3	1	21	0	OVCA
167	90	3	1	21	0	PLANE
167	10	3	1	21	0	POOL
167	30	3	1	21	0	PRCA
167	40	3	1	21	0	SWAT
167	90	3	1	21	0	XRAY
170	20	3	0	19	0	APPL
170	10	3	0	19	0	BIKE
170	2	3	0	19	0	BRCA
170	40	3	0	19	0	CAR
170	2	3	0	19	0	DIAB
170	10	3	0	19	0	DOC
170	4	3	0	19	0	FLU
170	2	3	0	19	0	GREY
170	0	3	0	19	0	HRT
170	90	3	0	19	0	NUC
170	10	3	0	19	0	OVCA
170	20	3	0	19	0	PLANE
170	10	3	0	19	0	POOL
170	.	3	0	19	0	PRCA
170	80	3	0	19	0	SWAT
170	50	3	0	19	0	XRAY
172	0	3	0	18	0	APPL
172	5	3	0	18	0	BIKE
172	10	3	0	18	0	BRCA
172	20	3	0	18	0	CAR
172	20	3	0	18	0	DIAB
172	5	3	0	18	0	DOC
172	0	3	0	18	0	FLU
172	0	3	0	18	0	GREY
172	30	3	0	18	0	HRT
172	100	3	0	18	0	NUC
172	10	3	0	18	0	OVCA
172	30	3	0	18	0	PLANE
172	10	3	0	18	0	POOL
172	.	3	0	18	0	PRCA
172	90	3	0	18	0	SWAT
172	10	3	0	18	0	XRAY
173	2	3	0	21	0	APPL
173	18	3	0	21	0	BIKE
173	17	3	0	21	0	BRCA
173	5	3	0	21	0	CAR
173	23	3	0	21	0	DIAB
173	18	3	0	21	0	DOC
173	7	3	0	21	0	FLU
173	20	3	0	21	0	GREY
173	40	3	0	21	0	HRT
173	94	3	0	21	0	NUC
173	20	3	0	21	0	OVCA
173	50	3	0	21	0	PLANE
173	55	3	0	21	0	POOL
173	.	3	0	21	0	PRCA
173	89	3	0	21	0	SWAT
173	48	3	0	21	0	XRAY
175	15	3	0	20	0	APPL
175	.	3	0	20	0	BIKE
175	.	3	0	20	0	BRCA
175	30	3	0	20	0	CAR
175	.	3	0	20	0	DIAB
175	.	3	0	20	0	DOC
175	.	3	0	20	0	FLU
175	0	3	0	20	0	GREY
175	.	3	0	20	0	HRT
175	.	3	0	20	0	NUC
175	.	3	0	20	0	OVCA
175	.	3	0	20	0	PLANE
175	.	3	0	20	0	POOL
175	.	3	0	20	0	PRCA
175	.	3	0	20	0	SWAT
175	80	3	0	20	0	XRAY
193	60	3	1	30	0	APPL
193	0	3	1	30	0	BIKE
193	.	3	1	30	0	BRCA
193	60	3	1	30	0	CAR
193	5	3	1	30	0	DIAB
193	0	3	1	30	0	DOC
193	10	3	1	30	0	FLU
193	10	3	1	30	0	GREY
193	20	3	1	30	0	HRT
193	100	3	1	30	0	NUC
193	.	3	1	30	0	OVCA
193	5	3	1	30	0	PLANE
193	0	3	1	30	0	POOL
193	10	3	1	30	0	PRCA
193	80	3	1	30	0	SWAT
193	65	3	1	30	0	XRAY
198	20	3	1	19	0	APPL
198	55	3	1	19	0	BIKE
198	10	3	1	19	0	BRCA
198	40	3	1	19	0	CAR
198	10	3	1	19	0	DIAB
198	60	3	1	19	0	DOC
198	10	3	1	19	0	FLU
198	10	3	1	19	0	GREY
198	10	3	1	19	0	HRT
198	70	3	1	19	0	NUC
198	.	3	1	19	0	OVCA
198	60	3	1	19	0	PLANE
198	40	3	1	19	0	POOL
198	15	3	1	19	0	PRCA
198	80	3	1	19	0	SWAT
198	30	3	1	19	0	XRAY
209	10	3	0	24	0	APPL
209	25	3	0	24	0	BIKE
209	10	3	0	24	0	BRCA
209	50	3	0	24	0	CAR
209	80	3	0	24	0	DIAB
209	50	3	0	24	0	DOC
209	.	3	0	24	0	FLU
209	60	3	0	24	0	GREY
209	0	3	0	24	0	HRT
209	80	3	0	24	0	NUC
209	10	3	0	24	0	OVCA
209	70	3	0	24	0	PLANE
209	70	3	0	24	0	POOL
209	.	3	0	24	0	PRCA
209	50	3	0	24	0	SWAT
209	97	3	0	24	0	XRAY
212	15	3	1	21	2	APPL
212	15	3	1	21	2	BIKE
212	20	3	1	21	2	BRCA
212	16	3	1	21	2	CAR
212	25	3	1	21	2	DIAB
212	45	3	1	21	2	DOC
212	20	3	1	21	2	FLU
212	30	3	1	21	2	GREY
212	25	3	1	21	2	HRT
212	90	3	1	21	2	NUC
212	.	3	1	21	2	OVCA
212	60	3	1	21	2	PLANE
212	35	3	1	21	2	POOL
212	15	3	1	21	2	PRCA
212	89	3	1	21	2	SWAT
212	25	3	1	21	2	XRAY
214	10	3	0	22	2	APPL
214	60	3	0	22	2	BIKE
214	20	3	0	22	2	BRCA
214	60	3	0	22	2	CAR
214	20	3	0	22	2	DIAB
214	20	3	0	22	2	DOC
214	20	3	0	22	2	FLU
214	30	3	0	22	2	GREY
214	20	3	0	22	2	HRT
214	100	3	0	22	2	NUC
214	24	3	0	22	2	OVCA
214	40	3	0	22	2	PLANE
214	20	3	0	22	2	POOL
214	.	3	0	22	2	PRCA
214	95	3	0	22	2	SWAT
214	30	3	0	22	2	XRAY
215	5	3	0	24	2	APPL
215	5	3	0	24	2	BIKE
215	10	3	0	24	2	BRCA
215	40	3	0	24	2	CAR
215	10	3	0	24	2	DIAB
215	10	3	0	24	2	DOC
215	5	3	0	24	2	FLU
215	5	3	0	24	2	GREY
215	5	3	0	24	2	HRT
215	95	3	0	24	2	NUC
215	5	3	0	24	2	OVCA
215	60	3	0	24	2	PLANE
215	10	3	0	24	2	POOL
215	.	3	0	24	2	PRCA
215	.	3	0	24	2	SWAT
215	90	3	0	24	2	XRAY
220	10	3	0	31	2	APPL
220	10	3	0	31	2	BIKE
220	25	3	0	31	2	BRCA
220	50	3	0	31	2	CAR
220	10	3	0	31	2	DIAB
220	0	3	0	31	2	DOC
220	10	3	0	31	2	FLU
220	.	3	0	31	2	GREY
220	50	3	0	31	2	HRT
220	100	3	0	31	2	NUC
220	50	3	0	31	2	OVCA
220	10	3	0	31	2	PLANE
220	20	3	0	31	2	POOL
220	.	3	0	31	2	PRCA
220	75	3	0	31	2	SWAT
220	80	3	0	31	2	XRAY
255	25	3	1	22	0	APPL
255	30	3	1	22	0	BIKE
255	.	3	1	22	0	BRCA
255	25	3	1	22	0	CAR
255	35	3	1	22	0	DIAB
255	25	3	1	22	0	DOC
255	25	3	1	22	0	FLU
255	25	3	1	22	0	GREY
255	35	3	1	22	0	HRT
255	65	3	1	22	0	NUC
255	.	3	1	22	0	OVCA
255	45	3	1	22	0	PLANE
255	40	3	1	22	0	POOL
255	40	3	1	22	0	PRCA
255	65	3	1	22	0	SWAT
255	35	3	1	22	0	XRAY
257	10	3	1	20	0	APPL
257	20	3	1	20	0	BIKE
257	20	3	1	20	0	BRCA
257	20	3	1	20	0	CAR
257	20	3	1	20	0	DIAB
257	50	3	1	20	0	DOC
257	0	3	1	20	0	FLU
257	0	3	1	20	0	GREY
257	20	3	1	20	0	HRT
257	90	3	1	20	0	NUC
257	.	3	1	20	0	OVCA
257	50	3	1	20	0	PLANE
257	20	3	1	20	0	POOL
257	0	3	1	20	0	PRCA
257	80	3	1	20	0	SWAT
257	50	3	1	20	0	XRAY
266	35	3	1	22	0	APPL
266	30	3	1	22	0	BIKE
266	0	3	1	22	0	BRCA
266	70	3	1	22	0	CAR
266	0	3	1	22	0	DIAB
266	15	3	1	22	0	DOC
266	15	3	1	22	0	FLU
266	60	3	1	22	0	GREY
266	25	3	1	22	0	HRT
266	100	3	1	22	0	NUC
266	.	3	1	22	0	OVCA
266	45	3	1	22	0	PLANE
266	70	3	1	22	0	POOL
266	0	3	1	22	0	PRCA
266	100	3	1	22	0	SWAT
266	30	3	1	22	0	XRAY
268	60	3	0	19	0	APPL
268	45	3	0	19	0	BIKE
268	47	3	0	19	0	BRCA
268	70	3	0	19	0	CAR
268	35	3	0	19	0	DIAB
268	40	3	0	19	0	DOC
268	25	3	0	19	0	FLU
268	50	3	0	19	0	GREY
268	30	3	0	19	0	HRT
268	100	3	0	19	0	NUC
268	50	3	0	19	0	OVCA
268	50	3	0	19	0	PLANE
268	85	3	0	19	0	POOL
268	.	3	0	19	0	PRCA
268	90	3	0	19	0	SWAT
268	84	3	0	19	0	XRAY
300	5	3	0	19	0	APPL
300	50	3	0	19	0	BIKE
300	0	3	0	19	0	BRCA
300	40	3	0	19	0	CAR
300	0	3	0	19	0	DIAB
300	5	3	0	19	0	DOC
300	0	3	0	19	0	FLU
300	35	3	0	19	0	GREY
300	0	3	0	19	0	HRT
300	100	3	0	19	0	NUC
300	50	3	0	19	0	OVCA
300	45	3	0	19	0	PLANE
300	0	3	0	19	0	POOL
300	.	3	0	19	0	PRCA
300	100	3	0	19	0	SWAT
300	100	3	0	19	0	XRAY
304	20	3	1	36	0	APPL
304	60	3	1	36	0	BIKE
304	20	3	1	36	0	BRCA
304	30	3	1	36	0	CAR
304	90	3	1	36	0	DIAB
304	0	3	1	36	0	DOC
304	70	3	1	36	0	FLU
304	20	3	1	36	0	GREY
304	20	3	1	36	0	HRT
304	70	3	1	36	0	NUC
304	.	3	1	36	0	OVCA
304	40	3	1	36	0	PLANE
304	20	3	1	36	0	POOL
304	20	3	1	36	0	PRCA
304	80	3	1	36	0	SWAT
304	60	3	1	36	0	XRAY
306	2	3	1	22	0	APPL
306	5	3	1	22	0	BIKE
306	.	3	1	22	0	BRCA
306	20	3	1	22	0	CAR
306	25	3	1	22	0	DIAB
306	2	3	1	22	0	DOC
306	25	3	1	22	0	FLU
306	0	3	1	22	0	GREY
306	0	3	1	22	0	HRT
306	80	3	1	22	0	NUC
306	.	3	1	22	0	OVCA
306	4	3	1	22	0	PLANE
306	30	3	1	22	0	POOL
306	10	3	1	22	0	PRCA
306	80	3	1	22	0	SWAT
306	80	3	1	22	0	XRAY
311	5	3	0	24	0	APPL
311	3	3	0	24	0	BIKE
311	20	3	0	24	0	BRCA
311	2	3	0	24	0	CAR
311	80	3	0	24	0	DIAB
311	2	3	0	24	0	DOC
311	10	3	0	24	0	FLU
311	80	3	0	24	0	GREY
311	30	3	0	24	0	HRT
311	80	3	0	24	0	NUC
311	20	3	0	24	0	OVCA
311	5	3	0	24	0	PLANE
311	2	3	0	24	0	POOL
311	.	3	0	24	0	PRCA
311	60	3	0	24	0	SWAT
311	5	3	0	24	0	XRAY
314	0	3	1	21	0	APPL
314	5	3	1	21	0	BIKE
314	0	3	1	21	0	BRCA
314	5	3	1	21	0	CAR
314	10	3	1	21	0	DIAB
314	10	3	1	21	0	DOC
314	10	3	1	21	0	FLU
314	10	3	1	21	0	GREY
314	0	3	1	21	0	HRT
314	100	3	1	21	0	NUC
314	.	3	1	21	0	OVCA
314	5	3	1	21	0	PLANE
314	5	3	1	21	0	POOL
314	10	3	1	21	0	PRCA
314	75	3	1	21	0	SWAT
314	10	3	1	21	0	XRAY
317	30	3	0	20	0	APPL
317	30	3	0	20	0	BIKE
317	100	3	0	20	0	BRCA
317	30	3	0	20	0	CAR
317	100	3	0	20	0	DIAB
317	0	3	0	20	0	DOC
317	30	3	0	20	0	FLU
317	.	3	0	20	0	GREY
317	100	3	0	20	0	HRT
317	100	3	0	20	0	NUC
317	90	3	0	20	0	OVCA
317	30	3	0	20	0	PLANE
317	30	3	0	20	0	POOL
317	.	3	0	20	0	PRCA
317	40	3	0	20	0	SWAT
317	80	3	0	20	0	XRAY
321	15	3	0	19	1	APPL
321	70	3	0	19	1	BIKE
321	65	3	0	19	1	BRCA
321	95	3	0	19	1	CAR
321	45	3	0	19	1	DIAB
321	3	3	0	19	1	DOC
321	40	3	0	19	1	FLU
321	45	3	0	19	1	GREY
321	78	3	0	19	1	HRT
321	75	3	0	19	1	NUC
321	50	3	0	19	1	OVCA
321	80	3	0	19	1	PLANE
321	15	3	0	19	1	POOL
321	.	3	0	19	1	PRCA
321	70	3	0	19	1	SWAT
321	65	3	0	19	1	XRAY
331	40	3	0	18	2	APPL
331	35	3	0	18	2	BIKE
331	25	3	0	18	2	BRCA
331	60	3	0	18	2	CAR
331	25	3	0	18	2	DIAB
331	20	3	0	18	2	DOC
331	15	3	0	18	2	FLU
331	15	3	0	18	2	GREY
331	35	3	0	18	2	HRT
331	100	3	0	18	2	NUC
331	5	3	0	18	2	OVCA
331	35	3	0	18	2	PLANE
331	30	3	0	18	2	POOL
331	.	3	0	18	2	PRCA
331	90	3	0	18	2	SWAT
331	75	3	0	18	2	XRAY
336	20	3	0	36	0	APPL
336	20	3	0	36	0	BIKE
336	30	3	0	36	0	BRCA
336	50	3	0	36	0	CAR
336	10	3	0	36	0	DIAB
336	15	3	0	36	0	DOC
336	10	3	0	36	0	FLU
336	0	3	0	36	0	GREY
336	5	3	0	36	0	HRT
336	100	3	0	36	0	NUC
336	55	3	0	36	0	OVCA
336	50	3	0	36	0	PLANE
336	20	3	0	36	0	POOL
336	.	3	0	36	0	PRCA
336	95	3	0	36	0	SWAT
336	85	3	0	36	0	XRAY
341	5	3	1	20	0	APPL
341	20	3	1	20	0	BIKE
341	7	3	1	20	0	BRCA
341	5	3	1	20	0	CAR
341	7	3	1	20	0	DIAB
341	0	3	1	20	0	DOC
341	3	3	1	20	0	FLU
341	7	3	1	20	0	GREY
341	7	3	1	20	0	HRT
341	65	3	1	20	0	NUC
341	.	3	1	20	0	OVCA
341	5	3	1	20	0	PLANE
341	55	3	1	20	0	POOL
341	7	3	1	20	0	PRCA
341	65	3	1	20	0	SWAT
341	15	3	1	20	0	XRAY
349	5	3	0	33	2	APPL
349	30	3	0	33	2	BIKE
349	70	3	0	33	2	BRCA
349	10	3	0	33	2	CAR
349	50	3	0	33	2	DIAB
349	20	3	0	33	2	DOC
349	10	3	0	33	2	FLU
349	70	3	0	33	2	GREY
349	40	3	0	33	2	HRT
349	90	3	0	33	2	NUC
349	50	3	0	33	2	OVCA
349	20	3	0	33	2	PLANE
349	0	3	0	33	2	POOL
349	.	3	0	33	2	PRCA
349	100	3	0	33	2	SWAT
349	50	3	0	33	2	XRAY
367	25	3	1	20	0	APPL
367	.	3	1	20	0	BIKE
367	22	3	1	20	0	BRCA
367	50	3	1	20	0	CAR
367	65	3	1	20	0	DIAB
367	40	3	1	20	0	DOC
367	28	3	1	20	0	FLU
367	50	3	1	20	0	GREY
367	30	3	1	20	0	HRT
367	86	3	1	20	0	NUC
367	.	3	1	20	0	OVCA
367	85	3	1	20	0	PLANE
367	65	3	1	20	0	POOL
367	40	3	1	20	0	PRCA
367	60	3	1	20	0	SWAT
367	67	3	1	20	0	XRAY
371	75	3	1	28	0	APPL
371	90	3	1	28	0	BIKE
371	50	3	1	28	0	BRCA
371	70	3	1	28	0	CAR
371	10	3	1	28	0	DIAB
371	10	3	1	28	0	DOC
371	10	3	1	28	0	FLU
371	70	3	1	28	0	GREY
371	10	3	1	28	0	HRT
371	90	3	1	28	0	NUC
371	.	3	1	28	0	OVCA
371	10	3	1	28	0	PLANE
371	60	3	1	28	0	POOL
371	90	3	1	28	0	PRCA
371	90	3	1	28	0	SWAT
371	70	3	1	28	0	XRAY
373	4	3	1	22	0	APPL
373	15	3	1	22	0	BIKE
373	56	3	1	22	0	BRCA
373	50	3	1	22	0	CAR
373	58	3	1	22	0	DIAB
373	11	3	1	22	0	DOC
373	59	3	1	22	0	FLU
373	37	3	1	22	0	GREY
373	60	3	1	22	0	HRT
373	50	3	1	22	0	NUC
373	.	3	1	22	0	OVCA
373	59	3	1	22	0	PLANE
373	23	3	1	22	0	POOL
373	54	3	1	22	0	PRCA
373	83	3	1	22	0	SWAT
373	62	3	1	22	0	XRAY
386	10	3	1	33	2	APPL
386	40	3	1	33	2	BIKE
386	20	3	1	33	2	BRCA
386	40	3	1	33	2	CAR
386	10	3	1	33	2	DIAB
386	10	3	1	33	2	DOC
386	20	3	1	33	2	FLU
386	10	3	1	33	2	GREY
386	40	3	1	33	2	HRT
386	60	3	1	33	2	NUC
386	.	3	1	33	2	OVCA
386	5	3	1	33	2	PLANE
386	20	3	1	33	2	POOL
386	70	3	1	33	2	PRCA
386	90	3	1	33	2	SWAT
386	10	3	1	33	2	XRAY
387	50	3	1	25	1	APPL
387	70	3	1	25	1	BIKE
387	40	3	1	25	1	BRCA
387	70	3	1	25	1	CAR
387	40	3	1	25	1	DIAB
387	20	3	1	25	1	DOC
387	50	3	1	25	1	FLU
387	5	3	1	25	1	GREY
387	25	3	1	25	1	HRT
387	90	3	1	25	1	NUC
387	.	3	1	25	1	OVCA
387	20	3	1	25	1	PLANE
387	80	3	1	25	1	POOL
387	40	3	1	25	1	PRCA
387	95	3	1	25	1	SWAT
387	40	3	1	25	1	XRAY
389	50	3	0	18	2	APPL
389	35	3	0	18	2	BIKE
389	50	3	0	18	2	BRCA
389	75	3	0	18	2	CAR
389	35	3	0	18	2	DIAB
389	60	3	0	18	2	DOC
389	6	3	0	18	2	FLU
389	50	3	0	18	2	GREY
389	35	3	0	18	2	HRT
389	95	3	0	18	2	NUC
389	75	3	0	18	2	OVCA
389	75	3	0	18	2	PLANE
389	15	3	0	18	2	POOL
389	.	3	0	18	2	PRCA
389	50	3	0	18	2	SWAT
389	60	3	0	18	2	XRAY
396	0	3	0	30	2	APPL
396	2	3	0	30	2	BIKE
396	1	3	0	30	2	BRCA
396	50	3	0	30	2	CAR
396	1	3	0	30	2	DIAB
396	50	3	0	30	2	DOC
396	3	3	0	30	2	FLU
396	10	3	0	30	2	GREY
396	25	3	0	30	2	HRT
396	100	3	0	30	2	NUC
396	40	3	0	30	2	OVCA
396	50	3	0	30	2	PLANE
396	3	3	0	30	2	POOL
396	.	3	0	30	2	PRCA
396	100	3	0	30	2	SWAT
396	50	3	0	30	2	XRAY
397	25	3	1	38	0	APPL
397	37	3	1	38	0	BIKE
397	.	3	1	38	0	BRCA
397	63	3	1	38	0	CAR
397	10	3	1	38	0	DIAB
397	50	3	1	38	0	DOC
397	30	3	1	38	0	FLU
397	100	3	1	38	0	GREY
397	10	3	1	38	0	HRT
397	60	3	1	38	0	NUC
397	.	3	1	38	0	OVCA
